,image,subject,contrast,hemi,view
275,s19/tstat02_walking_rest.nii.gz.s19.rh_lateral.png,s19,walking_rest,rh,lateral
276,s19/tstat04_turning_walking.nii.gz.s19.lh_medial.png,s19,turning_walking,lh,medial
277,s19/tstat04_turning_walking.nii.gz.s19.rh_medial.png,s19,turning_walking,rh,medial
278,s19/tstat04_turning_walking.nii.gz.s19.rh_lateral.png,s19,turning_walking,rh,lateral
279,s19/tstat01_turning_rest.nii.gz.s19.lh_lateral.png,s19,turning_rest,lh,lateral
280,s19/tstat03_imagine_rest.nii.gz.s19.rh_medial.png,s19,imagine_rest,rh,medial
281,s19/tstat01_turning_rest.nii.gz.s19.lh_medial.png,s19,turning_rest,lh,medial
282,s19/tstat03_imagine_rest.nii.gz.s19.lh_medial.png,s19,imagine_rest,lh,medial
283,s19/tstat01_turning_rest.nii.gz.s19.rh_medial.png,s19,turning_rest,rh,medial
284,s19/tstat02_walking_rest.nii.gz.s19.lh_lateral.png,s19,walking_rest,lh,lateral
285,s19/tstat03_imagine_rest.nii.gz.s19.rh_lateral.png,s19,imagine_rest,rh,lateral
286,s19/tstat02_walking_rest.nii.gz.s19.rh_medial.png,s19,walking_rest,rh,medial
287,s19/tstat02_walking_rest.nii.gz.s19.lh_medial.png,s19,walking_rest,lh,medial
288,s20/tstat04_turning_walking.nii.gz.s20.lh_lateral.png,s20,turning_walking,lh,lateral
289,s20/SMA_imagine_rest.nii.gz.s20.lh_dorsal.png,s20,imagine_rest,lh,dorsal
290,s20/tstat02_walking_rest.nii.gz.s20.rh_medial.png,s20,walking_rest,rh,medial
291,s20/SMA_imagine_rest.nii.gz.s20.rh_dorsal.png,s20,imagine_rest,rh,dorsal
292,s20/tstat02_walking_rest.nii.gz.s20.lh_medial.png,s20,walking_rest,lh,medial
293,s20/tstat01_turning_rest.nii.gz.s20.rh_lateral.png,s20,turning_rest,rh,lateral
294,s20/tstat02_walking_rest.nii.gz.s20.rh_lateral.png,s20,walking_rest,rh,lateral
295,s20/tstat03_imagine_rest.nii.gz.s20.rh_medial.png,s20,imagine_rest,rh,medial
296,s20/tstat01_turning_rest.nii.gz.s20.lh_medial.png,s20,turning_rest,lh,medial
297,s20/tstat03_imagine_rest.nii.gz.s20.lh_medial.png,s20,imagine_rest,lh,medial
298,s20/tstat01_turning_rest.nii.gz.s20.rh_medial.png,s20,turning_rest,rh,medial
299,s20/tstat03_imagine_rest.nii.gz.s20.lh_lateral.png,s20,imagine_rest,lh,lateral
300,s20/tstat01_turning_rest.nii.gz.s20.lh_lateral.png,s20,turning_rest,lh,lateral
301,s20/tstat04_turning_walking.nii.gz.s20.rh_lateral.png,s20,turning_walking,rh,lateral
302,s20/tstat04_turning_walking.nii.gz.s20.lh_medial.png,s20,turning_walking,lh,medial
303,s20/tstat04_turning_walking.nii.gz.s20.rh_medial.png,s20,turning_walking,rh,medial
304,s20/tstat03_imagine_rest.nii.gz.s20.rh_lateral.png,s20,imagine_rest,rh,lateral
305,s20/tstat02_walking_rest.nii.gz.s20.lh_lateral.png,s20,walking_rest,lh,lateral
306,s22/tstat01_turning_rest.nii.gz.s22.rh_lateral.png,s22,turning_rest,rh,lateral
307,s22/tstat04_turning_walking.nii.gz.s22.rh_medial.png,s22,turning_walking,rh,medial
308,s22/tstat04_turning_walking.nii.gz.s22.lh_medial.png,s22,turning_walking,lh,medial
309,s22/tstat01_turning_rest.nii.gz.s22.rh_medial.png,s22,turning_rest,rh,medial
310,s22/tstat03_imagine_rest.nii.gz.s22.lh_medial.png,s22,imagine_rest,lh,medial
311,s22/tstat01_turning_rest.nii.gz.s22.lh_medial.png,s22,turning_rest,lh,medial
312,s22/tstat03_imagine_rest.nii.gz.s22.rh_medial.png,s22,imagine_rest,rh,medial
313,s22/tstat03_imagine_rest.nii.gz.s22.lh_lateral.png,s22,imagine_rest,lh,lateral
314,s22/tstat02_walking_rest.nii.gz.s22.rh_lateral.png,s22,walking_rest,rh,lateral
315,s22/tstat02_walking_rest.nii.gz.s22.lh_medial.png,s22,walking_rest,lh,medial
316,s22/tstat02_walking_rest.nii.gz.s22.rh_medial.png,s22,walking_rest,rh,medial
317,s22/tstat04_turning_walking.nii.gz.s22.rh_lateral.png,s22,turning_walking,rh,lateral
318,s22/tstat01_turning_rest.nii.gz.s22.lh_lateral.png,s22,turning_rest,lh,lateral
319,s22/tstat02_walking_rest.nii.gz.s22.lh_lateral.png,s22,walking_rest,lh,lateral
320,s22/tstat03_imagine_rest.nii.gz.s22.rh_lateral.png,s22,imagine_rest,rh,lateral
321,s22/tstat04_turning_walking.nii.gz.s22.lh_lateral.png,s22,turning_walking,lh,lateral
322,s22/SMA_imagine_rest.nii.gz.s22.rh_dorsal.png,s22,imagine_rest,rh,dorsal
323,s22/SMA_imagine_rest.nii.gz.s22.lh_dorsal.png,s22,imagine_rest,lh,dorsal
